,Date,Province/State,indicator,value,Days
44,2020-01-22,Queensland,log10(Total cases),0.0,0
45,2020-01-22,Queensland,log10(New cases per week),0.0,0
46,2020-01-22,Queensland,Slope of power-law,0.0,0
47,2020-01-22,Queensland,Acceleration of power-law,0.0,0
48,2020-01-22,Queensland,Growth Rate,0.0,0
49,2020-01-22,Queensland,Days since first case,0.0,0
50,2020-01-22,Queensland,Average Growth Rate,0.0,0
51,2020-01-22,Queensland,Doubling time,0.0,0
52,2020-01-22,South Australia,Total cases,0.0,0
53,2020-01-22,South Australia,Total cases per million,0.0,0
54,2020-01-22,South Australia,New cases,0.0,0
55,2020-01-22,South Australia,css_per_prsn,0.0,0
56,2020-01-22,South Australia,New cases per week,0.0,0
57,2020-01-22,South Australia,log10(Total cases),0.0,0
58,2020-01-22,South Australia,log10(New cases per week),0.0,0
59,2020-01-22,South Australia,Slope of power-law,0.0,0
60,2020-01-22,South Australia,Acceleration of power-law,0.0,0
61,2020-01-22,South Australia,Growth Rate,0.0,0
62,2020-01-22,South Australia,Days since first case,0.0,0
63,2020-01-22,South Australia,Average Growth Rate,0.0,0
64,2020-01-22,South Australia,Doubling time,0.0,0
65,2020-01-22,Tasmania,Total cases,0.0,0
66,2020-01-22,Tasmania,Total cases per million,0.0,0
67,2020-01-22,Tasmania,New cases,0.0,0
68,2020-01-22,Tasmania,css_per_prsn,0.0,0
69,2020-01-22,Tasmania,New cases per week,0.0,0
70,2020-01-22,Tasmania,log10(Total cases),0.0,0
71,2020-01-22,Tasmania,log10(New cases per week),0.0,0
72,2020-01-22,Tasmania,Slope of power-law,0.0,0
73,2020-01-22,Tasmania,Acceleration of power-law,0.0,0
74,2020-01-22,Tasmania,Growth Rate,0.0,0
75,2020-01-22,Tasmania,Days since first case,0.0,0
76,2020-01-22,Tasmania,Average Growth Rate,0.0,0
77,2020-01-22,Tasmania,Doubling time,0.0,0
78,2020-01-22,Victoria,Total cases,0.0,0
79,2020-01-22,Victoria,Total cases per million,0.0,0
80,2020-01-22,Victoria,New cases,0.0,0
81,2020-01-22,Victoria,css_per_prsn,0.0,0
82,2020-01-22,Victoria,New cases per week,0.0,0
83,2020-01-22,Victoria,log10(Total cases),0.0,0
84,2020-01-22,Victoria,log10(New cases per week),0.0,0
85,2020-01-22,Victoria,Slope of power-law,0.0,0
86,2020-01-22,Victoria,Acceleration of power-law,0.0,0
87,2020-01-22,Victoria,Growth Rate,0.0,0
88,2020-01-22,Victoria,Days since first case,0.0,0
89,2020-01-22,Victoria,Average Growth Rate,0.0,0
90,2020-01-22,Victoria,Doubling time,0.0,0
91,2020-01-22,Western Australia,Total cases,0.0,0
92,2020-01-22,Western Australia,Total cases per million,0.0,0
93,2020-01-22,Western Australia,New cases,0.0,0
94,2020-01-22,Western Australia,css_per_prsn,0.0,0
95,2020-01-22,Western Australia,New cases per week,0.0,0
96,2020-01-22,Western Australia,log10(Total cases),0.0,0
97,2020-01-22,Western Australia,log10(New cases per week),0.0,0
98,2020-01-22,Western Australia,Slope of power-law,0.0,0
99,2020-01-22,Western Australia,Acceleration of power-law,0.0,0
100,2020-01-22,Western Australia,Growth Rate,0.0,0
101,2020-01-22,Western Australia,Days since first case,0.0,0
102,2020-01-22,Western Australia,Average Growth Rate,0.0,0
103,2020-01-22,Western Australia,Doubling time,0.0,0
104,2020-01-23,Australian Capital Territory,Total cases,0.0,1
105,2020-01-23,Australian Capital Territory,Total cases per million,0.0,1
106,2020-01-23,Australian Capital Territory,New cases,0.0,1
107,2020-01-23,Australian Capital Territory,css_per_prsn,0.0,1
108,2020-01-23,Australian Capital Territory,New cases per week,0.0,1
109,2020-01-23,Australian Capital Territory,log10(Total cases),0.0,1
110,2020-01-23,Australian Capital Territory,log10(New cases per week),0.0,1
111,2020-01-23,Australian Capital Territory,Slope of power-law,0.0,1
112,2020-01-23,Australian Capital Territory,Acceleration of power-law,0.0,1
113,2020-01-23,Australian Capital Territory,Growth Rate,0.0,1
114,2020-01-23,Australian Capital Territory,Days since first case,1.0,1
115,2020-01-23,Australian Capital Territory,Average Growth Rate,0.0,1
116,2020-01-23,Australian Capital Territory,Doubling time,0.0,1
117,2020-01-23,New South Wales,Total cases,0.0,1
118,2020-01-23,New South Wales,Total cases per million,0.0,1
119,2020-01-23,New South Wales,New cases,0.0,1
120,2020-01-23,New South Wales,css_per_prsn,0.0,1
121,2020-01-23,New South Wales,New cases per week,0.0,1
122,2020-01-23,New South Wales,log10(Total cases),0.0,1
123,2020-01-23,New South Wales,log10(New cases per week),0.0,1
124,2020-01-23,New South Wales,Slope of power-law,0.0,1
125,2020-01-23,New South Wales,Acceleration of power-law,0.0,1
126,2020-01-23,New South Wales,Growth Rate,0.0,1
127,2020-01-23,New South Wales,Days since first case,1.0,1
128,2020-01-23,New South Wales,Average Growth Rate,0.0,1
129,2020-01-23,New South Wales,Doubling time,0.0,1
130,2020-01-23,Northern Territory,Total cases,0.0,1
131,2020-01-23,Northern Territory,Total cases per million,0.0,1
132,2020-01-23,Northern Territory,New cases,0.0,1
133,2020-01-23,Northern Territory,css_per_prsn,0.0,1
134,2020-01-23,Northern Territory,New cases per week,0.0,1
135,2020-01-23,Northern Territory,log10(Total cases),0.0,1
136,2020-01-23,Northern Territory,log10(New cases per week),0.0,1
137,2020-01-23,Northern Territory,Slope of power-law,0.0,1
138,2020-01-23,Northern Territory,Acceleration of power-law,0.0,1
139,2020-01-23,Northern Territory,Growth Rate,0.0,1
140,2020-01-23,Northern Territory,Days since first case,1.0,1
141,2020-01-23,Northern Territory,Average Growth Rate,0.0,1
142,2020-01-23,Northern Territory,Doubling time,0.0,1
143,2020-01-23,Queensland,Total cases,0.0,1
144,2020-01-23,Queensland,Total cases per million,0.0,1
145,2020-01-23,Queensland,New cases,0.0,1
146,2020-01-23,Queensland,css_per_prsn,0.0,1
147,2020-01-23,Queensland,New cases per week,0.0,1
148,2020-01-23,Queensland,log10(Total cases),0.0,1
149,2020-01-23,Queensland,log10(New cases per week),0.0,1
150,2020-01-23,Queensland,Slope of power-law,0.0,1
151,2020-01-23,Queensland,Acceleration of power-law,0.0,1
152,2020-01-23,Queensland,Growth Rate,0.0,1
153,2020-01-23,Queensland,Days since first case,1.0,1
154,2020-01-23,Queensland,Average Growth Rate,0.0,1
155,2020-01-23,Queensland,Doubling time,0.0,1
156,2020-01-23,South Australia,Total cases,0.0,1
157,2020-01-23,South Australia,Total cases per million,0.0,1
158,2020-01-23,South Australia,New cases,0.0,1
159,2020-01-23,South Australia,css_per_prsn,0.0,1
160,2020-01-23,South Australia,New cases per week,0.0,1
161,2020-01-23,South Australia,log10(Total cases),0.0,1
162,2020-01-23,South Australia,log10(New cases per week),0.0,1
163,2020-01-23,South Australia,Slope of power-law,0.0,1
164,2020-01-23,South Australia,Acceleration of power-law,0.0,1
165,2020-01-23,South Australia,Growth Rate,0.0,1
166,2020-01-23,South Australia,Days since first case,1.0,1
167,2020-01-23,South Australia,Average Growth Rate,0.0,1
168,2020-01-23,South Australia,Doubling time,0.0,1
169,2020-01-23,Tasmania,Total cases,0.0,1
170,2020-01-23,Tasmania,Total cases per million,0.0,1
171,2020-01-23,Tasmania,New cases,0.0,1
172,2020-01-23,Tasmania,css_per_prsn,0.0,1
173,2020-01-23,Tasmania,New cases per week,0.0,1
174,2020-01-23,Tasmania,log10(Total cases),0.0,1
175,2020-01-23,Tasmania,log10(New cases per week),0.0,1
176,2020-01-23,Tasmania,Slope of power-law,0.0,1
177,2020-01-23,Tasmania,Acceleration of power-law,0.0,1
178,2020-01-23,Tasmania,Growth Rate,0.0,1
179,2020-01-23,Tasmania,Days since first case,1.0,1
180,2020-01-23,Tasmania,Average Growth Rate,0.0,1
181,2020-01-23,Tasmania,Doubling time,0.0,1
182,2020-01-23,Victoria,Total cases,0.0,1
183,2020-01-23,Victoria,Total cases per million,0.0,1
184,2020-01-23,Victoria,New cases,0.0,1
185,2020-01-23,Victoria,css_per_prsn,0.0,1
186,2020-01-23,Victoria,New cases per week,0.0,1
187,2020-01-23,Victoria,log10(Total cases),0.0,1
188,2020-01-23,Victoria,log10(New cases per week),0.0,1
189,2020-01-23,Victoria,Slope of power-law,0.0,1
190,2020-01-23,Victoria,Acceleration of power-law,0.0,1
191,2020-01-23,Victoria,Growth Rate,0.0,1
192,2020-01-23,Victoria,Days since first case,1.0,1
193,2020-01-23,Victoria,Average Growth Rate,0.0,1
194,2020-01-23,Victoria,Doubling time,0.0,1
195,2020-01-23,Western Australia,Total cases,0.0,1
196,2020-01-23,Western Australia,Total cases per million,0.0,1
197,2020-01-23,Western Australia,New cases,0.0,1
198,2020-01-23,Western Australia,css_per_prsn,0.0,1
199,2020-01-23,Western Australia,New cases per week,0.0,1
200,2020-01-23,Western Australia,log10(Total cases),0.0,1
201,2020-01-23,Western Australia,log10(New cases per week),0.0,1
202,2020-01-23,Western Australia,Slope of power-law,0.0,1
203,2020-01-23,Western Australia,Acceleration of power-law,0.0,1
204,2020-01-23,Western Australia,Growth Rate,0.0,1
205,2020-01-23,Western Australia,Days since first case,1.0,1
206,2020-01-23,Western Australia,Average Growth Rate,0.0,1
207,2020-01-23,Western Australia,Doubling time,0.0,1
208,2020-01-24,Australian Capital Territory,Total cases,0.0,2
209,2020-01-24,Australian Capital Territory,Total cases per million,0.0,2
210,2020-01-24,Australian Capital Territory,New cases,0.0,2
211,2020-01-24,Australian Capital Territory,css_per_prsn,0.0,2
212,2020-01-24,Australian Capital Territory,New cases per week,0.0,2
213,2020-01-24,Australian Capital Territory,log10(Total cases),0.0,2
214,2020-01-24,Australian Capital Territory,log10(New cases per week),0.0,2
215,2020-01-24,Australian Capital Territory,Slope of power-law,0.0,2
216,2020-01-24,Australian Capital Territory,Acceleration of power-law,0.0,2
217,2020-01-24,Australian Capital Territory,Growth Rate,0.0,2
218,2020-01-24,Australian Capital Territory,Days since first case,2.0,2
219,2020-01-24,Australian Capital Territory,Average Growth Rate,0.0,2
220,2020-01-24,Australian Capital Territory,Doubling time,0.0,2
221,2020-01-24,New South Wales,Total cases,0.0,2
222,2020-01-24,New South Wales,Total cases per million,0.0,2
223,2020-01-24,New South Wales,New cases,0.0,2
224,2020-01-24,New South Wales,css_per_prsn,0.0,2
225,2020-01-24,New South Wales,New cases per week,0.0,2
226,2020-01-24,New South Wales,log10(Total cases),0.0,2
227,2020-01-24,New South Wales,log10(New cases per week),0.0,2
228,2020-01-24,New South Wales,Slope of power-law,0.0,2
229,2020-01-24,New South Wales,Acceleration of power-law,0.0,2
230,2020-01-24,New South Wales,Growth Rate,0.0,2
231,2020-01-24,New South Wales,Days since first case,2.0,2
232,2020-01-24,New South Wales,Average Growth Rate,0.0,2
233,2020-01-24,New South Wales,Doubling time,0.0,2
234,2020-01-24,Northern Territory,Total cases,0.0,2
235,2020-01-24,Northern Territory,Total cases per million,0.0,2
236,2020-01-24,Northern Territory,New cases,0.0,2
237,2020-01-24,Northern Territory,css_per_prsn,0.0,2
238,2020-01-24,Northern Territory,New cases per week,0.0,2
239,2020-01-24,Northern Territory,log10(Total cases),0.0,2
240,2020-01-24,Northern Territory,log10(New cases per week),0.0,2
241,2020-01-24,Northern Territory,Slope of power-law,0.0,2
242,2020-01-24,Northern Territory,Acceleration of power-law,0.0,2
243,2020-01-24,Northern Territory,Growth Rate,0.0,2
244,2020-01-24,Northern Territory,Days since first case,2.0,2
245,2020-01-24,Northern Territory,Average Growth Rate,0.0,2
246,2020-01-24,Northern Territory,Doubling time,0.0,2
247,2020-01-24,Queensland,Total cases,0.0,2
248,2020-01-24,Queensland,Total cases per million,0.0,2
249,2020-01-24,Queensland,New cases,0.0,2
250,2020-01-24,Queensland,css_per_prsn,0.0,2
251,2020-01-24,Queensland,New cases per week,0.0,2
252,2020-01-24,Queensland,log10(Total cases),0.0,2
253,2020-01-24,Queensland,log10(New cases per week),0.0,2
254,2020-01-24,Queensland,Slope of power-law,0.0,2
255,2020-01-24,Queensland,Acceleration of power-law,0.0,2
256,2020-01-24,Queensland,Growth Rate,0.0,2
257,2020-01-24,Queensland,Days since first case,2.0,2
258,2020-01-24,Queensland,Average Growth Rate,0.0,2
259,2020-01-24,Queensland,Doubling time,0.0,2
260,2020-01-24,South Australia,Total cases,0.0,2
261,2020-01-24,South Australia,Total cases per million,0.0,2
262,2020-01-24,South Australia,New cases,0.0,2
263,2020-01-24,South Australia,css_per_prsn,0.0,2
264,2020-01-24,South Australia,New cases per week,0.0,2
265,2020-01-24,South Australia,log10(Total cases),0.0,2
266,2020-01-24,South Australia,log10(New cases per week),0.0,2
267,2020-01-24,South Australia,Slope of power-law,0.0,2
268,2020-01-24,South Australia,Acceleration of power-law,0.0,2
269,2020-01-24,South Australia,Growth Rate,0.0,2
270,2020-01-24,South Australia,Days since first case,2.0,2
271,2020-01-24,South Australia,Average Growth Rate,0.0,2
272,2020-01-24,South Australia,Doubling time,0.0,2
273,2020-01-24,Tasmania,Total cases,0.0,2
274,2020-01-24,Tasmania,Total cases per million,0.0,2
275,2020-01-24,Tasmania,New cases,0.0,2
276,2020-01-24,Tasmania,css_per_prsn,0.0,2
277,2020-01-24,Tasmania,New cases per week,0.0,2
278,2020-01-24,Tasmania,log10(Total cases),0.0,2
279,2020-01-24,Tasmania,log10(New cases per week),0.0,2
280,2020-01-24,Tasmania,Slope of power-law,0.0,2
281,2020-01-24,Tasmania,Acceleration of power-law,0.0,2
282,2020-01-24,Tasmania,Growth Rate,0.0,2
283,2020-01-24,Tasmania,Days since first case,2.0,2
284,2020-01-24,Tasmania,Average Growth Rate,0.0,2
285,2020-01-24,Tasmania,Doubling time,0.0,2
286,2020-01-24,Victoria,Total cases,0.0,2
287,2020-01-24,Victoria,Total cases per million,0.0,2
288,2020-01-24,Victoria,New cases,0.0,2
289,2020-01-24,Victoria,css_per_prsn,0.0,2
290,2020-01-24,Victoria,New cases per week,0.0,2
291,2020-01-24,Victoria,log10(Total cases),0.0,2
292,2020-01-24,Victoria,log10(New cases per week),0.0,2
293,2020-01-24,Victoria,Slope of power-law,0.0,2
294,2020-01-24,Victoria,Acceleration of power-law,0.0,2
295,2020-01-24,Victoria,Growth Rate,0.0,2
296,2020-01-24,Victoria,Days since first case,2.0,2
297,2020-01-24,Victoria,Average Growth Rate,0.0,2
298,2020-01-24,Victoria,Doubling time,0.0,2
299,2020-01-24,Western Australia,Total cases,0.0,2
300,2020-01-24,Western Australia,Total cases per million,0.0,2
301,2020-01-24,Western Australia,New cases,0.0,2
302,2020-01-24,Western Australia,css_per_prsn,0.0,2
303,2020-01-24,Western Australia,New cases per week,0.0,2
304,2020-01-24,Western Australia,log10(Total cases),0.0,2
305,2020-01-24,Western Australia,log10(New cases per week),0.0,2
306,2020-01-24,Western Australia,Slope of power-law,0.0,2
307,2020-01-24,Western Australia,Acceleration of power-law,0.0,2
308,2020-01-24,Western Australia,Growth Rate,0.0,2
309,2020-01-24,Western Australia,Days since first case,2.0,2
310,2020-01-24,Western Australia,Average Growth Rate,0.0,2
311,2020-01-24,Western Australia,Doubling time,0.0,2
312,2020-01-25,Australian Capital Territory,Total cases,0.0,3
313,2020-01-25,Australian Capital Territory,Total cases per million,0.0,3
314,2020-01-25,Australian Capital Territory,New cases,0.0,3
315,2020-01-25,Australian Capital Territory,css_per_prsn,0.0,3
316,2020-01-25,Australian Capital Territory,New cases per week,0.0,3
317,2020-01-25,Australian Capital Territory,log10(Total cases),0.0,3
318,2020-01-25,Australian Capital Territory,log10(New cases per week),0.0,3
319,2020-01-25,Australian Capital Territory,Slope of power-law,0.0,3
320,2020-01-25,Australian Capital Territory,Acceleration of power-law,0.0,3
321,2020-01-25,Australian Capital Territory,Growth Rate,0.0,3
322,2020-01-25,Australian Capital Territory,Days since first case,3.0,3
323,2020-01-25,Australian Capital Territory,Average Growth Rate,0.0,3
324,2020-01-25,Australian Capital Territory,Doubling time,0.0,3
325,2020-01-25,New South Wales,Total cases,0.0,3
326,2020-01-25,New South Wales,Total cases per million,0.0,3
327,2020-01-25,New South Wales,New cases,0.0,3
328,2020-01-25,New South Wales,css_per_prsn,0.0,3
329,2020-01-25,New South Wales,New cases per week,0.0,3
330,2020-01-25,New South Wales,log10(Total cases),0.0,3
331,2020-01-25,New South Wales,log10(New cases per week),0.0,3
332,2020-01-25,New South Wales,Slope of power-law,0.0,3
333,2020-01-25,New South Wales,Acceleration of power-law,0.0,3
334,2020-01-25,New South Wales,Growth Rate,0.0,3
335,2020-01-25,New South Wales,Days since first case,3.0,3
336,2020-01-25,New South Wales,Average Growth Rate,0.0,3
337,2020-01-25,New South Wales,Doubling time,0.0,3
338,2020-01-25,Northern Territory,Total cases,0.0,3
339,2020-01-25,Northern Territory,Total cases per million,0.0,3
340,2020-01-25,Northern Territory,New cases,0.0,3
341,2020-01-25,Northern Territory,css_per_prsn,0.0,3
342,2020-01-25,Northern Territory,New cases per week,0.0,3
343,2020-01-25,Northern Territory,log10(Total cases),0.0,3
344,2020-01-25,Northern Territory,log10(New cases per week),0.0,3
345,2020-01-25,Northern Territory,Slope of power-law,0.0,3
346,2020-01-25,Northern Territory,Acceleration of power-law,0.0,3
347,2020-01-25,Northern Territory,Growth Rate,0.0,3
348,2020-01-25,Northern Territory,Days since first case,3.0,3
349,2020-01-25,Northern Territory,Average Growth Rate,0.0,3
350,2020-01-25,Northern Territory,Doubling time,0.0,3
351,2020-01-25,Queensland,Total cases,0.0,3
352,2020-01-25,Queensland,Total cases per million,0.0,3
353,2020-01-25,Queensland,New cases,0.0,3
354,2020-01-25,Queensland,css_per_prsn,0.0,3
355,2020-01-25,Queensland,New cases per week,0.0,3
356,2020-01-25,Queensland,log10(Total cases),0.0,3
357,2020-01-25,Queensland,log10(New cases per week),0.0,3
358,2020-01-25,Queensland,Slope of power-law,0.0,3
359,2020-01-25,Queensland,Acceleration of power-law,0.0,3
360,2020-01-25,Queensland,Growth Rate,0.0,3
361,2020-01-25,Queensland,Days since first case,3.0,3
362,2020-01-25,Queensland,Average Growth Rate,0.0,3
363,2020-01-25,Queensland,Doubling time,0.0,3
364,2020-01-25,South Australia,Total cases,0.0,3
365,2020-01-25,South Australia,Total cases per million,0.0,3
366,2020-01-25,South Australia,New cases,0.0,3
367,2020-01-25,South Australia,css_per_prsn,0.0,3
368,2020-01-25,South Australia,New cases per week,0.0,3
369,2020-01-25,South Australia,log10(Total cases),0.0,3
370,2020-01-25,South Australia,log10(New cases per week),0.0,3
371,2020-01-25,South Australia,Slope of power-law,0.0,3
372,2020-01-25,South Australia,Acceleration of power-law,0.0,3
373,2020-01-25,South Australia,Growth Rate,0.0,3
374,2020-01-25,South Australia,Days since first case,3.0,3
375,2020-01-25,South Australia,Average Growth Rate,0.0,3
376,2020-01-25,South Australia,Doubling time,0.0,3
377,2020-01-25,Tasmania,Total cases,0.0,3
378,2020-01-25,Tasmania,Total cases per million,0.0,3
379,2020-01-25,Tasmania,New cases,0.0,3
380,2020-01-25,Tasmania,css_per_prsn,0.0,3
381,2020-01-25,Tasmania,New cases per week,0.0,3
382,2020-01-25,Tasmania,log10(Total cases),0.0,3
383,2020-01-25,Tasmania,log10(New cases per week),0.0,3
384,2020-01-25,Tasmania,Slope of power-law,0.0,3
385,2020-01-25,Tasmania,Acceleration of power-law,0.0,3
386,2020-01-25,Tasmania,Growth Rate,0.0,3
387,2020-01-25,Tasmania,Days since first case,3.0,3
388,2020-01-25,Tasmania,Average Growth Rate,0.0,3
389,2020-01-25,Tasmania,Doubling time,0.0,3
390,2020-01-25,Victoria,Total cases,0.0,3
391,2020-01-25,Victoria,Total cases per million,0.0,3
392,2020-01-25,Victoria,New cases,0.0,3
393,2020-01-25,Victoria,css_per_prsn,0.0,3
394,2020-01-25,Victoria,New cases per week,0.0,3
395,2020-01-25,Victoria,log10(Total cases),0.0,3
396,2020-01-25,Victoria,log10(New cases per week),0.0,3
397,2020-01-25,Victoria,Slope of power-law,0.0,3
398,2020-01-25,Victoria,Acceleration of power-law,0.0,3
399,2020-01-25,Victoria,Growth Rate,0.0,3
400,2020-01-25,Victoria,Days since first case,3.0,3
401,2020-01-25,Victoria,Average Growth Rate,0.0,3
402,2020-01-25,Victoria,Doubling time,0.0,3
403,2020-01-25,Western Australia,Total cases,0.0,3
404,2020-01-25,Western Australia,Total cases per million,0.0,3
405,2020-01-25,Western Australia,New cases,0.0,3
406,2020-01-25,Western Australia,css_per_prsn,0.0,3
407,2020-01-25,Western Australia,New cases per week,0.0,3
408,2020-01-25,Western Australia,log10(Total cases),0.0,3
409,2020-01-25,Western Australia,log10(New cases per week),0.0,3
410,2020-01-25,Western Australia,Slope of power-law,0.0,3
411,2020-01-25,Western Australia,Acceleration of power-law,0.0,3
412,2020-01-25,Western Australia,Growth Rate,0.0,3
413,2020-01-25,Western Australia,Days since first case,3.0,3
414,2020-01-25,Western Australia,Average Growth Rate,0.0,3
415,2020-01-25,Western Australia,Doubling time,0.0,3
416,2020-01-26,Australian Capital Territory,Total cases,0.0,4
417,2020-01-26,Australian Capital Territory,Total cases per million,0.0,4
418,2020-01-26,Australian Capital Territory,New cases,0.0,4
419,2020-01-26,Australian Capital Territory,css_per_prsn,0.0,4
420,2020-01-26,Australian Capital Territory,New cases per week,0.0,4
421,2020-01-26,Australian Capital Territory,log10(Total cases),0.0,4
422,2020-01-26,Australian Capital Territory,log10(New cases per week),0.0,4
423,2020-01-26,Australian Capital Territory,Slope of power-law,0.0,4
424,2020-01-26,Australian Capital Territory,Acceleration of power-law,0.0,4
425,2020-01-26,Australian Capital Territory,Growth Rate,0.0,4
426,2020-01-26,Australian Capital Territory,Days since first case,4.0,4
427,2020-01-26,Australian Capital Territory,Average Growth Rate,0.0,4
428,2020-01-26,Australian Capital Territory,Doubling time,0.0,4
429,2020-01-26,New South Wales,Total cases,3.0,4
430,2020-01-26,New South Wales,Total cases per million,0.3976670201484624,4
431,2020-01-26,New South Wales,New cases,3.0,4
432,2020-01-26,New South Wales,css_per_prsn,0.3976670201484624,4
433,2020-01-26,New South Wales,New cases per week,0.0,4
434,2020-01-26,New South Wales,log10(Total cases),0.47712125471966244,4
435,2020-01-26,New South Wales,log10(New cases per week),0.0,4
436,2020-01-26,New South Wales,Slope of power-law,0.0,4
437,2020-01-26,New South Wales,Acceleration of power-law,0.0,4
438,2020-01-26,New South Wales,Growth Rate,100.0,4
439,2020-01-26,New South Wales,Days since first case,4.0,4
440,2020-01-26,New South Wales,Average Growth Rate,0.0,4
441,2020-01-26,New South Wales,Doubling time,0.0,4
442,2020-01-26,Northern Territory,Total cases,0.0,4
443,2020-01-26,Northern Territory,Total cases per million,0.0,4
444,2020-01-26,Northern Territory,New cases,0.0,4
445,2020-01-26,Northern Territory,css_per_prsn,0.0,4
446,2020-01-26,Northern Territory,New cases per week,0.0,4
447,2020-01-26,Northern Territory,log10(Total cases),0.0,4
448,2020-01-26,Northern Territory,log10(New cases per week),0.0,4
449,2020-01-26,Northern Territory,Slope of power-law,0.0,4
450,2020-01-26,Northern Territory,Acceleration of power-law,0.0,4
451,2020-01-26,Northern Territory,Growth Rate,0.0,4
452,2020-01-26,Northern Territory,Days since first case,4.0,4
453,2020-01-26,Northern Territory,Average Growth Rate,0.0,4
454,2020-01-26,Northern Territory,Doubling time,0.0,4
455,2020-01-26,Queensland,Total cases,0.0,4
456,2020-01-26,Queensland,Total cases per million,0.0,4
457,2020-01-26,Queensland,New cases,0.0,4
458,2020-01-26,Queensland,css_per_prsn,0.0,4
459,2020-01-26,Queensland,New cases per week,0.0,4
460,2020-01-26,Queensland,log10(Total cases),0.0,4
461,2020-01-26,Queensland,log10(New cases per week),0.0,4
462,2020-01-26,Queensland,Slope of power-law,0.0,4
463,2020-01-26,Queensland,Acceleration of power-law,0.0,4
464,2020-01-26,Queensland,Growth Rate,0.0,4
465,2020-01-26,Queensland,Days since first case,4.0,4
466,2020-01-26,Queensland,Average Growth Rate,0.0,4
467,2020-01-26,Queensland,Doubling time,0.0,4
468,2020-01-26,South Australia,Total cases,0.0,4
469,2020-01-26,South Australia,Total cases per million,0.0,4
470,2020-01-26,South Australia,New cases,0.0,4
471,2020-01-26,South Australia,css_per_prsn,0.0,4
472,2020-01-26,South Australia,New cases per week,0.0,4
473,2020-01-26,South Australia,log10(Total cases),0.0,4
474,2020-01-26,South Australia,log10(New cases per week),0.0,4
475,2020-01-26,South Australia,Slope of power-law,0.0,4
476,2020-01-26,South Australia,Acceleration of power-law,0.0,4
477,2020-01-26,South Australia,Growth Rate,0.0,4
478,2020-01-26,South Australia,Days since first case,4.0,4
479,2020-01-26,South Australia,Average Growth Rate,0.0,4
480,2020-01-26,South Australia,Doubling time,0.0,4
481,2020-01-26,Tasmania,Total cases,0.0,4
482,2020-01-26,Tasmania,Total cases per million,0.0,4
483,2020-01-26,Tasmania,New cases,0.0,4
484,2020-01-26,Tasmania,css_per_prsn,0.0,4
485,2020-01-26,Tasmania,New cases per week,0.0,4
486,2020-01-26,Tasmania,log10(Total cases),0.0,4
487,2020-01-26,Tasmania,log10(New cases per week),0.0,4
488,2020-01-26,Tasmania,Slope of power-law,0.0,4
489,2020-01-26,Tasmania,Acceleration of power-law,0.0,4
